id,place_name,label_en,label_nl,external_id,category,artwork_count
2308556,Waardpoort,,Waardpoort,,no_external_id__used,3
230981,Benevento,,Benevento,,no_external_id__used,3
2307383,"Eerste Batavierdwarsstraat",,"Eerste Batavierdwarsstraat",,no_external_id__used,3
23028917,Schapendrift,,Schapendrift,,no_external_id__used,3
2308560,Slotzigt,,Slotzigt,,no_external_id__used,3
23012279,Varese,,Varese,,no_external_id__used,3
23022840,Mauritspoort,,Mauritspoort,,no_external_id__used,3
23014348,Grund,,Grund,,no_external_id__used,3
23018585,"Vico Equense",,"Vico Equense",,no_external_id__used,3
23018916,Hexrivierberge,,Hexrivierberge,,no_external_id__used,3
23012074,"De Uitkijk",,"De Uitkijk",,no_external_id__used,3
23019468,"Slot Venngarn",,"Slot Venngarn",,no_external_id__used,3
2309673,"Lambeth Palace",,"Lambeth Palace",,no_external_id__used,3
23013956,"Apsley House",,"Apsley House",,no_external_id__used,3
230375,"Russell Square",,"Russell Square",,no_external_id__used,3
23028926,"Panxón",,"Panxón",,no_external_id__used,3
23016017,"Château de Bachivillers",,"Château de Bachivillers",,no_external_id__used,3
23015030,"Palazzo Nerucci",,"Palazzo Nerucci",,no_external_id__used,3
23010542,Sint-Maartensschool,,Sint-Maartensschool,,no_external_id__used,3
23021037,Naaldenveld,,Naaldenveld,,no_external_id__used,3
23026823,"Place de la République",,"Place de la République",,no_external_id__used,3
2307315,Beulingsluis,,Beulingsluis,,no_external_id__used,3
23016474,Dawlish,,Dawlish,,no_external_id__used,3
23028720,"Possingworth Park",,"Possingworth Park",,no_external_id__used,3
2308998,"Huis ter Haar",,"Huis ter Haar",,no_external_id__used,3
23022814,Hellingen,,Hellingen,,no_external_id__used,3
23015233,"Latomia del Paradiso",,"Latomia del Paradiso",,no_external_id__used,3
2305487,Rottumeroog,,Rottumeroog,,no_external_id__used,3
2307740,Abstede,,Abstede,,no_external_id__used,3
23017563,"Fontana dell'Acqua Acetosa",,"Fontana dell'Acqua Acetosa",,no_external_id__used,3
23019056,Herenpoort,,Herenpoort,,no_external_id__used,3
2304758,Kapellen,,Kapellen,,no_external_id__used,3
23030984,"De Wittenstraat",,"De Wittenstraat",,no_external_id__used,3
23017904,"Park Row",,"Park Row",,no_external_id__used,3
23029583,"plantage Soember-Tangkep",,"plantage Soember-Tangkep",,no_external_id__used,3
23012507,Hassum,,Hassum,,no_external_id__used,3
23021517,Li-La-Lo,,Li-La-Lo,,no_external_id__used,3
23013045,"Sint Janskerk",,"Sint Janskerk",,no_external_id__used,3
23025947,Cleves-Guelders,Cleves-Guelders,Kleef-Gelre,,no_external_id__used,3
23020851,Vernalwaterval,,Vernalwaterval,,no_external_id__used,3
2303850,Oranienburg,,Oranienburg,,no_external_id__used,3
2307860,"Piazza del Foro",,"Piazza del Foro",,no_external_id__used,3
23016702,"Porta San Giovanni",,"Porta San Giovanni",,no_external_id__used,3
2304612,Houthalen,,Houthalen,,no_external_id__used,3
2308219,"Kasteel Weerdesteyn",,"Kasteel Weerdesteyn",,no_external_id__used,3
23010859,"Vlissingse Poort",,"Vlissingse Poort",,no_external_id__used,3
23014293,Spoorbrug,,Spoorbrug,,no_external_id__used,3
23013284,"Plantage Alliance",,"Plantage Alliance",,no_external_id__used,3
23024857,"Molen de Eendracht",,"Molen de Eendracht",,no_external_id__used,3
2307856,"Antiochië",,"Antiochië",,no_external_id__used,3
23014635,"Palazzo Cattaneo-Adorno",,"Palazzo Cattaneo-Adorno",,no_external_id__used,3
2304624,Ankara,,Ankara,,no_external_id__used,3
23020064,Leeukop,,Leeukop,,no_external_id__used,3
23017612,Tielerwaard,,Tielerwaard,,no_external_id__used,3
23012360,Dornick,,Dornick,,no_external_id__used,3
23029579,Silau,,Silau,,no_external_id__used,3
2309593,"Dover Castle",,"Dover Castle",,no_external_id__used,3
23012358,Sendai,,Sendai,,no_external_id__used,3
23019320,"Paleis van Nicodemus Tessin",,"Paleis van Nicodemus Tessin",,no_external_id__used,3
23014632,"Palazzo Podestà",,"Palazzo Podestà",,no_external_id__used,3
23017285,"Hammersmith Bridge",,"Hammersmith Bridge",,no_external_id__used,3
2308872,"Huis te Harmelen",,"Huis te Harmelen",,no_external_id__used,3
23017487,Schalkwijkerpoort,,Schalkwijkerpoort,,no_external_id__used,3
23013215,Hofoper,,Hofoper,,no_external_id__used,3
2306312,Winterberg,,Winterberg,,no_external_id__used,3
2305904,Paasheuvel,,Paasheuvel,,no_external_id__used,3
23016758,"Stadion van Domitianus",,"Stadion van Domitianus",,no_external_id__used,3
23017480,"Palazzo Massimo alle Colonne",,"Palazzo Massimo alle Colonne",,no_external_id__used,3
23014205,"Rue Montmartre",,"Rue Montmartre",,no_external_id__used,3
23012139,"Leer (Duitsland)",,"Leer (Duitsland)",,no_external_id__used,3
23027011,"Kasteel Duinbeek",,"Kasteel Duinbeek",,no_external_id__used,3
2306747,Georgia,,Georgia,,no_external_id__used,3
23021782,Brancacci-Kapel,,Brancacci-Kapel,,no_external_id__used,3
23014465,Bickersplein,,Bickersplein,,no_external_id__used,3
23021544,"Grotto Geyser",,"Grotto Geyser",,no_external_id__used,3
2308843,Koningspaleis,,Koningspaleis,,no_external_id__used,3
23010667,Eschwege,,Eschwege,,no_external_id__used,3
23013815,Dumoulinkazerne,,Dumoulinkazerne,,no_external_id__used,3
23020491,Sint-Bonifatiuskerk,,Sint-Bonifatiuskerk,,no_external_id__used,3
23011574,"Santo Amaro, Capela de",,"Santo Amaro, Capela de",,no_external_id__used,3
23018056,"Amsterdamse Poort",,"Amsterdamse Poort",,no_external_id__used,3
2307833,"Colonna col Leone di San Marco",,"Colonna col Leone di San Marco",,no_external_id__used,3
23018432,"Monte Giordano",,"Monte Giordano",,no_external_id__used,3
2309353,Tusculum,,Tusculum,,no_external_id__used,3
2301539,Stadhouderspoort,,Stadhouderspoort,,no_external_id__used,3
23029772,Hoedenmakerspad,,Hoedenmakerspad,,no_external_id__used,3
230897,Culloden,,Culloden,,no_external_id__used,3
23012508,Kervendonk,,Kervendonk,,no_external_id__used,3
23011977,"Monte Testaccio",,"Monte Testaccio",,no_external_id__used,3
23023089,Wilhelminapark,,Wilhelminapark,,no_external_id__used,3
2309798,Hellisberg,,Hellisberg,,no_external_id__used,3
23010604,Allentown,,Allentown,,no_external_id__used,3
23019319,"Adam's Peak",,"Adam's Peak",,no_external_id__used,3
23013623,Warmoesbrug,,Warmoesbrug,,no_external_id__used,3
23015382,"Chiesa di San Salvatore",,"Chiesa di San Salvatore",,no_external_id__used,3
23013075,Schuttersveld,,Schuttersveld,,no_external_id__used,3
2305960,Grenshospitium,,Grenshospitium,,no_external_id__used,3
2309301,"Kathedraal van Amalfi",,"Kathedraal van Amalfi",,no_external_id__used,3
2309557,Heiligenblut,,Heiligenblut,,no_external_id__used,3
23012992,"Huis Rhederoord",,"Huis Rhederoord",,no_external_id__used,3
23013840,Jodenbreestraat,,Jodenbreestraat,,no_external_id__used,3
2306712,"Moldavië",,"Moldavië",,no_external_id__used,3
23014602,"Tempel van Esna",,"Tempel van Esna",,no_external_id__used,3
2306376,Aargau,,Aargau,,no_external_id__used,3
23020259,Marktkirche,,Marktkirche,,no_external_id__used,3
2303856,Novara,,Novara,,no_external_id__used,3
2307892,"Huis ter Mey",,"Huis ter Mey",,no_external_id__used,3
23018003,"Saint Blasius Church",,"Saint Blasius Church",,no_external_id__used,3
2304089,Karlskrona,,Karlskrona,,no_external_id__used,3
23015378,"Schloss Sonnenstein (Pirna)",,"Schloss Sonnenstein (Pirna)",,no_external_id__used,3
23012961,Sint-Salvatorkerk,,Sint-Salvatorkerk,,no_external_id__used,3
23020602,Wagenbrug,,Wagenbrug,,no_external_id__used,3
2301366,Thorr,,Thorr,,no_external_id__used,3
23019926,"Mittlere Brücke",,"Mittlere Brücke",,no_external_id__used,3
23020868,"Banff Springs Hotel",,"Banff Springs Hotel",,no_external_id__used,3
23019718,"Slot Sturefors",,"Slot Sturefors",,no_external_id__used,3
23026552,"Museum van Oudheden",,"Museum van Oudheden",,no_external_id__used,3
23013487,Overbetuwe,,Overbetuwe,,no_external_id__used,3
23011572,"Paco da Ribeira",,"Paco da Ribeira",,no_external_id__used,3
23014669,"Stadhuys van Hoorn",,"Stadhuys van Hoorn",,no_external_id__used,3
23016553,Linth,,Linth,,no_external_id__used,3
23017678,Hermonberg,,Hermonberg,,no_external_id__used,3
23018402,Mystras,,Mystras,,no_external_id__used,3
23017486,"Palazzo Salviati",,"Palazzo Salviati",,no_external_id__used,3
23013026,"Sierra Leone",,"Sierra Leone",,no_external_id__used,3
23020452,"Loenderveense Molen",,"Loenderveense Molen",,no_external_id__used,3
23014667,"Nederlandsch Mettray",,"Nederlandsch Mettray",,no_external_id__used,3
23018862,"Loreto Abbey",,"Loreto Abbey",,no_external_id__used,3
23017472,"Palazzo Caetani",,"Palazzo Caetani",,no_external_id__used,3
23018095,Piccadilly,,Piccadilly,,no_external_id__used,3
23014832,Zandstraat,,Zandstraat,,no_external_id__used,3
23010668,Neckarsteinach,,Neckarsteinach,,no_external_id__used,3
23019381,Finsta,,Finsta,,no_external_id__used,3
23031085,Koekjesbrug,,Koekjesbrug,,no_external_id__used,3
23031097,"Brandweerkazerne De Ruijterkade",,"Brandweerkazerne De Ruijterkade",,no_external_id__used,3
23031167,"Pieter de Hoochstraat",,"Pieter de Hoochstraat",,no_external_id__used,3
23031202,"Rode Blokhuis",,"Rode Blokhuis",,no_external_id__used,3
23016948,"Église des Petits-Augustins",,"Église des Petits-Augustins",,no_external_id__used,2
23017294,"Salle de Bal",,"Salle de Bal",,no_external_id__used,2
23011507,Togo,,Togo,,no_external_id__used,2
2301516,Soleure,,Soleure,,no_external_id__used,2
23014247,"Station d'Eenhonderd Roe",,"Station d'Eenhonderd Roe",,no_external_id__used,2
23018819,"Loch Coruisk",,"Loch Coruisk",,no_external_id__used,2
2308696,"Kasteel Tongelaar",,"Kasteel Tongelaar",,no_external_id__used,2
23016379,Franzensbad,,Franzensbad,,no_external_id__used,2
23029796,"Tuin De Nederlanden",,"Tuin De Nederlanden",,no_external_id__used,2
23021705,"Château Peyre-Lebade",,"Château Peyre-Lebade",,no_external_id__used,2
23012527,Sint-Pietersgasthuis,,Sint-Pietersgasthuis,,no_external_id__used,2
23016187,"Basilica di Sant'Eufemia",,"Basilica di Sant'Eufemia",,no_external_id__used,2
2308468,"Wasserburg Rindern",,"Wasserburg Rindern",,no_external_id__used,2
23021361,"Palacký-brug",,"Palacký-brug",,no_external_id__used,2
23019336,"Östhammar",,"Östhammar",,no_external_id__used,2
23020876,"Nieuwe Toren",,"Nieuwe Toren",,no_external_id__used,2
23018674,"Stoepa van Sanchi",,"Stoepa van Sanchi",,no_external_id__used,2
23018022,"Loch Scavaig",,"Loch Scavaig",,no_external_id__used,2
23013605,"Van Breestraat",,"Van Breestraat",,no_external_id__used,2
2306968,Jember,,Jember,,no_external_id__used,2
23011360,Heraklion,,Heraklion,,no_external_id__used,2
23028820,"Fort St. Sebastiaan",,"Fort St. Sebastiaan",,no_external_id__used,2
23014878,"Bad Rothenfelde",,"Bad Rothenfelde",,no_external_id__used,2
23020285,Befreiungshalle,,Befreiungshalle,,no_external_id__used,2
23015995,"Custom House",,"Custom House",,no_external_id__used,2
23013850,"Basilica di Superga",,"Basilica di Superga",,no_external_id__used,2
23010877,"Huis de Plak",,"Huis de Plak",,no_external_id__used,2
23018448,"Günterstal",,"Günterstal",,no_external_id__used,2
23088,Trawulan,,Trawulan,,no_external_id__used,2
23019338,"Station Atocha",,"Station Atocha",,no_external_id__used,2
230280,Zuid-Turkestan,,Zuid-Turkestan,,no_external_id__used,2
23017269,"Park Place",,"Park Place",,no_external_id__used,2
23016189,"Abdij van Sant'Antimo",,"Abdij van Sant'Antimo",,no_external_id__used,2
2303248,Mortsel,,Mortsel,,no_external_id__used,2
23012119,Guelma,,Guelma,,no_external_id__used,2
2304039,Aarsele,,Aarsele,,no_external_id__used,2
23021552,"Excelsior Geyser",,"Excelsior Geyser",,no_external_id__used,2
23021136,"Sankt Peter und Paul",,"Sankt Peter und Paul",,no_external_id__used,2
23013464,Muiderplein,,Muiderplein,,no_external_id__used,2
23015793,"Grote Brug",,"Grote Brug",,no_external_id__used,2
23019730,Koningspoort,,Koningspoort,,no_external_id__used,2
2309177,"Kasteel Geffen",,"Kasteel Geffen",,no_external_id__used,2
23016912,"Église des religieux de la Mercy",,"Église des religieux de la Mercy",,no_external_id__used,2
23024824,Meersen,,Meersen,,no_external_id__used,2
2308435,"Place Saint-Michel",,"Place Saint-Michel",,no_external_id__used,2
2305924,Sint-Catharinagasthuis,,Sint-Catharinagasthuis,,no_external_id__used,2
2305118,Wellesley,,Wellesley,,no_external_id__used,2
23015109,"'s Gravelandseveer",,"'s Gravelandseveer",,no_external_id__used,2
2309974,"Kerk van de H. Rosalia",,"Kerk van de H. Rosalia",,no_external_id__used,2
23022740,"Land van Ravenstein",,"Land van Ravenstein",,no_external_id__used,2
23020017,"Mount Stephen",,"Mount Stephen",,no_external_id__used,2
2307670,Korenbeurs,,Korenbeurs,,no_external_id__used,2
2308638,"Piazza San Eustachio",,"Piazza San Eustachio",,no_external_id__used,2
23020487,"Landgoed Vollenhoven",,"Landgoed Vollenhoven",,no_external_id__used,2
23021555,"Beehive Geyser",,"Beehive Geyser",,no_external_id__used,2
23029193,"Parroquia de San Juan Bautista",,"Parroquia de San Juan Bautista",,no_external_id__used,2
2308067,Windmolenpoort,,Windmolenpoort,,no_external_id__used,2
23020213,"Queen's College, The",,"Queen's College, The",,no_external_id__used,2
23016315,Troitskayatoren,,Troitskayatoren,,no_external_id__used,2
23015756,Perlachturm,,Perlachturm,,no_external_id__used,2
23018049,"Avernus lacus",,"Avernus lacus",,no_external_id__used,2
23015138,Noordermolen,,Noordermolen,,no_external_id__used,2
2309146,"Hofje van Bakenes",,"Hofje van Bakenes",,no_external_id__used,2
23016312,Bolsjojtheater,,Bolsjojtheater,,no_external_id__used,2
23011305,Waasmunster,,Waasmunster,,no_external_id__used,2
2308897,"Kromme Mijdrecht, de",,"Kromme Mijdrecht, de",,no_external_id__used,2
2309945,"Notre-Dame de Montaigu",,"Notre-Dame de Montaigu",,no_external_id__used,2
23020879,"Mount Sir Donald",,"Mount Sir Donald",,no_external_id__used,2
2306536,Kennemerpoort,,Kennemerpoort,,no_external_id__used,2
23019339,Sigtuna,,Sigtuna,,no_external_id__used,2
2301377,Veurne-Ambacht,,Veurne-Ambacht,,no_external_id__used,2
23017859,"Tynemouth Priory",,"Tynemouth Priory",,no_external_id__used,2
2307410,"Wijde Gang",,"Wijde Gang",,no_external_id__used,2
23018449,"Kaiserstraße",,"Kaiserstraße",,no_external_id__used,2
23019134,"Montmorency Falls",,"Montmorency Falls",,no_external_id__used,2
23024882,"Fort Maurits",,"Fort Maurits",,no_external_id__used,2
2309773,Karnemelksloot,,Karnemelksloot,,no_external_id__used,2
23019762,Willemspark,,Willemspark,,no_external_id__used,2
23013856,Huskvarna,,Huskvarna,,no_external_id__used,2
23028217,"Jeneverie 't Spul",,"Jeneverie 't Spul",,no_external_id__used,2
230423,"Battersea Bridge",,"Battersea Bridge",,no_external_id__used,2
2308655,Stadhuis,,Stadhuis,,no_external_id__used,2
23012528,"Huis Rooswijk",,"Huis Rooswijk",,no_external_id__used,2
23017866,Friuli,,Friuli,,no_external_id__used,2
2302501,Wandsbeck,,Wandsbeck,,no_external_id__used,2
23029799,Vinkenbuurtpad,,Vinkenbuurtpad,,no_external_id__used,2
23028479,"Verbrande Pan",,"Verbrande Pan",,no_external_id__used,2
23011153,"Le Maire, Estrecho de",,"Le Maire, Estrecho de",,no_external_id__used,2
23013260,Geesterpoort,,Geesterpoort,,no_external_id__used,2
2301189,Zuid-Peru,,Zuid-Peru,,no_external_id__used,2
2308838,"Onder de Linden",,"Onder de Linden",,no_external_id__used,2
23029104,"Punta Campanella",,"Punta Campanella",,no_external_id__used,2
23018485,"Piazza Vittorio Emanuele II (Florence)",,"Piazza Vittorio Emanuele II (Florence)",,no_external_id__used,2
23020841,"Van Nellefabriek",,"Van Nellefabriek",,no_external_id__used,2
2309546,"Olmütz",,"Olmütz",,no_external_id__used,2
23015994,"Phoenix Park",,"Phoenix Park",,no_external_id__used,2
230272,"Yürük",,"Yürük",,no_external_id__used,2
23019301,"Kandy Lake",,"Kandy Lake",,no_external_id__used,2
23016947,"Chapelle des Martyrs",,"Chapelle des Martyrs",,no_external_id__used,2
23019798,"Västervik",,"Västervik",,no_external_id__used,2
23011501,Leliesluis,,Leliesluis,,no_external_id__used,2
23016516,"Aqua Iulia",,"Aqua Iulia",,no_external_id__used,2
23020848,"De Drie Haringen",,"De Drie Haringen",,no_external_id__used,2
23011357,Dambulla,,Dambulla,,no_external_id__used,2
23019595,"Slot Stegeborg",,"Slot Stegeborg",,no_external_id__used,2
23018447,"Watervallen van Triberg",,"Watervallen van Triberg",,no_external_id__used,2
2305947,"Loenderveensche Plas",,"Loenderveensche Plas",,no_external_id__used,2
23014428,"Asyl Steenbeek",,"Asyl Steenbeek",,no_external_id__used,2
2309928,Hoornbrug,,Hoornbrug,,no_external_id__used,2
23012189,"Casa Sassi",,"Casa Sassi",,no_external_id__used,2
23019901,Ebal,,Ebal,,no_external_id__used,2
2303416,Capodistria,,Capodistria,,no_external_id__used,2
2306500,Neder-Oostenrijk,,Neder-Oostenrijk,,no_external_id__used,2
23022516,"Église Notre-Dame de Lyon",,"Église Notre-Dame de Lyon",,no_external_id__used,2
23017605,"Sint Sebastiaanskerk",,"Sint Sebastiaanskerk",,no_external_id__used,2
23015704,"Tempel van Salus",,"Tempel van Salus",,no_external_id__used,2
23019754,"Kerk van de Verlosser op het Bloed",,"Kerk van de Verlosser op het Bloed",,no_external_id__used,2
2308697,Opernring,,Opernring,,no_external_id__used,2
23028477,"Crown Crag Cave",,"Crown Crag Cave",,no_external_id__used,2
23018818,"Rumbling Bridge",,"Rumbling Bridge",,no_external_id__used,2
23018024,"Ardtornish Castle",,"Ardtornish Castle",,no_external_id__used,2
23015509,"San Girolamo dei Croati",,"San Girolamo dei Croati",,no_external_id__used,2
23013894,Dapperstraat,,Dapperstraat,,no_external_id__used,2
23020488,"Ma Retraite",,"Ma Retraite",,no_external_id__used,2
23029353,Kampersteiger,,Kampersteiger,,no_external_id__used,2
2308637,Kruiseiland,,Kruiseiland,,no_external_id__used,2
23015905,"Santa Maria Assunta in Cielo",,"Santa Maria Assunta in Cielo",,no_external_id__used,2
23020443,"Torenlaan (Laren)",,"Torenlaan (Laren)",,no_external_id__used,2
23018289,"Lilleshall Abbey",,"Lilleshall Abbey",,no_external_id__used,2
23014020,Camargue,,Camargue,,no_external_id__used,2
23015106,"Heidense Kapel",,"Heidense Kapel",,no_external_id__used,2
23017463,"Piazza Banchi",,"Piazza Banchi",,no_external_id__used,2
23029708,Kistenmakersgang,,Kistenmakersgang,,no_external_id__used,2
2307224,Bornholm,,Bornholm,,no_external_id__used,2
23016589,"Chatsworth House",,"Chatsworth House",,no_external_id__used,2
23018083,"Ahmed Shah-moskee",,"Ahmed Shah-moskee",,no_external_id__used,2
23019363,"Slot Ekolsund",,"Slot Ekolsund",,no_external_id__used,2
23017464,"San Pietro in Banchi",,"San Pietro in Banchi",,no_external_id__used,2
2302335,Batignolles,,Batignolles,,no_external_id__used,2
23020020,"Palazzo Rucellai",,"Palazzo Rucellai",,no_external_id__used,2
23016770,"Grote Wittenburgerstraat",,"Grote Wittenburgerstraat",,no_external_id__used,2
23014027,Visbrug,,Visbrug,,no_external_id__used,2
23011131,Valparaiso,,Valparaiso,,no_external_id__used,2
23021596,"Snowy Mountain",,"Snowy Mountain",,no_external_id__used,2
23014671,Fontainehofje,,Fontainehofje,,no_external_id__used,2
23018041,"Doune Castle",,"Doune Castle",,no_external_id__used,2
2308606,"Kasteel het Weldam",,"Kasteel het Weldam",,no_external_id__used,2
23019355,"Slot Svartsjö",,"Slot Svartsjö",,no_external_id__used,2
23018287,"Borwick Hall",,"Borwick Hall",,no_external_id__used,2
2309344,Torno,,Torno,,no_external_id__used,2
23010677,Mercatorplein,,Mercatorplein,,no_external_id__used,2
2308639,"Galleria Barberini",,"Galleria Barberini",,no_external_id__used,2
23015553,Tropea,,Tropea,,no_external_id__used,2
23029739,"Slotermeer (bolwerk)",,"Slotermeer (bolwerk)",,no_external_id__used,2
23021554,"Golden Gate Canyon",,"Golden Gate Canyon",,no_external_id__used,2
23020640,Antonia,,Antonia,,no_external_id__used,2
2304656,Burnham-Thorpe,,Burnham-Thorpe,,no_external_id__used,2
23023499,"Hôtel de Crillon",,"Hôtel de Crillon",,no_external_id__used,2
23019194,"Colonna dell'Abbondanza",,"Colonna dell'Abbondanza",,no_external_id__used,2
23019709,Sint-Jorisdoelen,,Sint-Jorisdoelen,,no_external_id__used,2
23010684,Grimma,,Grimma,,no_external_id__used,2
23019963,"Kathedraal van Curtea de Argeș",,"Kathedraal van Curtea de Argeș",,no_external_id__used,2
23011100,Glendale,,Glendale,,no_external_id__used,2
23015766,"Tombe van Aspasia Annia Regilla",,"Tombe van Aspasia Annia Regilla",,no_external_id__used,2
23021761,Drepungklooster,,Drepungklooster,,no_external_id__used,2
2304497,Djadjar,,Djadjar,,no_external_id__used,2
23010670,Tinos,,Tinos,,no_external_id__used,2
23018339,"All Saints' Church",,"All Saints' Church",,no_external_id__used,2
23020351,"Mazzarò",,"Mazzarò",,no_external_id__used,2
2309458,"Ponte Lupo",,"Ponte Lupo",,no_external_id__used,2
2306883,"Saoedi-Arabië",,"Saoedi-Arabië",,no_external_id__used,2
2307951,"Nieuwe Schoolstraat",,"Nieuwe Schoolstraat",,no_external_id__used,2
2309467,"Nine Barrow Down",,"Nine Barrow Down",,no_external_id__used,2
2309231,"Paleis van de Rector",,"Paleis van de Rector",,no_external_id__used,2
2306417,Biesse,,Biesse,,no_external_id__used,2
23015283,Luccombe,,Luccombe,,no_external_id__used,2
23014351,"Slot Liebenstein",,"Slot Liebenstein",,no_external_id__used,2
23020164,Tongersepoort,,Tongersepoort,,no_external_id__used,2
23011411,Serinhaem,,Serinhaem,,no_external_id__used,2
23016634,"Àger",,"Àger",,no_external_id__used,2
23011849,"Lérici",,"Lérici",,no_external_id__used,2
2304516,Djeboes,,Djeboes,,no_external_id__used,2
23020500,Jeruzalemkapel,,Jeruzalemkapel,,no_external_id__used,2
23015421,"Pont Christ",,"Pont Christ",,no_external_id__used,2
230991,Bischofswalde,,Bischofswalde,,no_external_id__used,2
23023715,Grotekerkplein,,Grotekerkplein,,no_external_id__used,2
23018568,"Pavey Ark",,"Pavey Ark",,no_external_id__used,2
23010537,"White Plains, New York",,"White Plains, New York",,no_external_id__used,2
23021270,"s Lands Zeemagazijn",,"s Lands Zeemagazijn",,no_external_id__used,2
2309699,"Via Cassia",,"Via Cassia",,no_external_id__used,2
23018791,Sonnino,,Sonnino,,no_external_id__used,2
23031029,"Plantage Ruimveldt",,"Plantage Ruimveldt",,no_external_id__used,2
2309460,Hammelburg,,Hammelburg,,no_external_id__used,2
23018765,"Rydal Mount",,"Rydal Mount",,no_external_id__used,2
23019485,"Świdnica",,"Świdnica",,no_external_id__used,2
23010191,Brunoy,,Brunoy,,no_external_id__used,2
23014703,HASSELT,,HASSELT,,no_external_id__used,2
23016602,"Newstead Abbey",,"Newstead Abbey",,no_external_id__used,2
23011427,"Aquaduct van Claudius",,"Aquaduct van Claudius",,no_external_id__used,2
23021246,"Taymouth Castle",,"Taymouth Castle",,no_external_id__used,2
23015073,Blekerssloot,,Blekerssloot,,no_external_id__used,2
23018595,"Palazzo Crescenzi",,"Palazzo Crescenzi",,no_external_id__used,2
23025847,"Hôtel de la Métropole",,"Hôtel de la Métropole",,no_external_id__used,2
2309032,Bottelpoort,,Bottelpoort,,no_external_id__used,2
23017347,"Kassel Hauptbahnhof",,"Kassel Hauptbahnhof",,no_external_id__used,2
2307356,Onkelboerensteeg,,Onkelboerensteeg,,no_external_id__used,2
2305859,Almere-Stad,,Almere-Stad,,no_external_id__used,2
2308548,"Trinità della Cava",,"Trinità della Cava",,no_external_id__used,2
23017511,"Koninklijk Museum voor Schone Kunsten Antwerpen",,"Koninklijk Museum voor Schone Kunsten Antwerpen",,no_external_id__used,2
23017181,Pharos,,Pharos,,no_external_id__used,2
23013713,"Mission San Luis Rey de Francia",,"Mission San Luis Rey de Francia",,no_external_id__used,2
23020703,Kawi,,Kawi,,no_external_id__used,2
2308577,"Galleria Corsini",,"Galleria Corsini",,no_external_id__used,2
23015877,"Plaza Puerta del Sol",,"Plaza Puerta del Sol",,no_external_id__used,2
23012894,Vischpoort,,Vischpoort,,no_external_id__used,2
2309451,Shoreham-by-Sea,,Shoreham-by-Sea,,no_external_id__used,2
23028909,"Peschiera Maraglio",,"Peschiera Maraglio",,no_external_id__used,2
2309253,Breedstraat,,Breedstraat,,no_external_id__used,2
23020902,Oldenbarneveltsteeg,,Oldenbarneveltsteeg,,no_external_id__used,2
23019887,"Ortaköy-moskee",,"Ortaköy-moskee",,no_external_id__used,2
23030969,Cleckheaton,,Cleckheaton,,no_external_id__used,2
23013111,"Huis te Hoorn (Rijswijk)",,"Huis te Hoorn (Rijswijk)",,no_external_id__used,2
2306472,Mendoza,,Mendoza,,no_external_id__used,2
23013323,"Fort Geldria (India)",,"Fort Geldria (India)",,no_external_id__used,2
2309402,Catharijnepoort,,Catharijnepoort,,no_external_id__used,2
23013129,"Hofstede Leeuw-en-Hoofd",,"Hofstede Leeuw-en-Hoofd",,no_external_id__used,2
23019245,Haarlemmerpoort,,Haarlemmerpoort,,no_external_id__used,2
2301039,"Paleis voor Nijverheid en Industrie",,"Paleis voor Nijverheid en Industrie",,no_external_id__used,2
23017925,"Kasteel Plettenburg",,"Kasteel Plettenburg",,no_external_id__used,2
23013740,"Huis Boekenrode",,"Huis Boekenrode",,no_external_id__used,2
23015027,Metaponto,,Metaponto,,no_external_id__used,2
23028991,"Pine Woods",,"Pine Woods",,no_external_id__used,2
230799,Grevenburg,,Grevenburg,,no_external_id__used,2
23017542,"Kathedraal en Abdijkerk van Sint-Albanus",,"Kathedraal en Abdijkerk van Sint-Albanus",,no_external_id__used,2
23010767,"Burcht Breitenbend",,"Burcht Breitenbend",,no_external_id__used,2
2309891,"Théâtre des Variétés",,"Théâtre des Variétés",,no_external_id__used,2
23011648,"Vergaderzaal Eerste Kamer",,"Vergaderzaal Eerste Kamer",,no_external_id__used,2
2309296,"Schloss Drachenburg",,"Schloss Drachenburg",,no_external_id__used,2
23017913,"Landgoed Heiligenberg",,"Landgoed Heiligenberg",,no_external_id__used,2
23016660,"Casa dei Crescenzi",,"Casa dei Crescenzi",,no_external_id__used,2
23014305,Marinewerf,,Marinewerf,,no_external_id__used,2
23013120,"Klooster Bethlehem",,"Klooster Bethlehem",,no_external_id__used,2
2308981,Elswoutshoek,,Elswoutshoek,,no_external_id__used,2
23020766,"Nieuwe Hollandse Kerk",,"Nieuwe Hollandse Kerk",,no_external_id__used,2
2308975,"Fort Manaar (Ceylon)",,"Fort Manaar (Ceylon)",,no_external_id__used,2
23018158,Stroe,,Stroe,,no_external_id__used,2
2302679,Feldkirch,,Feldkirch,,no_external_id__used,2
23019610,"Parliament House",,"Parliament House",,no_external_id__used,2
23016658,"Porticus Aemilia",,"Porticus Aemilia",,no_external_id__used,2
2303935,Oostduinkerke,,Oostduinkerke,,no_external_id__used,2
23021011,Malachov,,Malachov,,no_external_id__used,2
23029872,Kartuizerstraat,,Kartuizerstraat,,no_external_id__used,2
2308718,Negroponte,,Negroponte,,no_external_id__used,2
23015016,"Palazzo Belloni Battagia",,"Palazzo Belloni Battagia",,no_external_id__used,2
2303552,Rosenheim,,Rosenheim,,no_external_id__used,2
